0.074358974,0.139289479,0.352176591
0.127838828,0.232144667,0.586960984
0.261538462,0.464304142,1.173921969
0.395238095,0.696447302,1.760882953
0.528205128,0.928593008,2.347843937
0.661538462,1.16075163,2.934804922
0.794139194,1.39289329,3.521765906
0.074358974,0.139289479,0.352176591
0.127838828,0.232144667,0.586960984
0.261538462,0.464304142,1.173921969
0.395238095,0.696447302,1.760882953
0.528205128,0.928593008,2.347843937
0.661538462,1.16075163,2.934804922
0.794139194,1.39289329,3.521765906
0.074358974,0.136242052,0.354850652
0.127838828,0.227040088,0.579906117
0.261538462,0.454061744,1.151711973
0.395238095,0.681033208,1.731017113
0.528205128,0.907970229,2.303248769
0.661538462,1.135527414,2.986861747
0.794139194,1.361757454,3.500323867
0.074358974,0.133690708,0.348144314
0.127838828,0.222788071,0.568988218
0.261538462,0.445557644,1.130124587
0.395238095,0.668277576,1.698646253
0.528205128,0.890963367,2.260205222
0.661538462,1.114264237,2.932186272
0.794139194,1.336248545,3.435112451
0.074358974,0.126382559,0.328955267
0.127838828,0.210608459,0.537739701
0.261538462,0.421198218,1.068221146
0.395238095,0.631739895,1.605967694
0.528205128,0.842248265,2.136620663
0.661538462,1.053357544,2.775464542
0.794139194,1.263179754,3.248664001
0.074358974,0.117668926,0.306135785
0.127838828,0.196086481,0.500525871
0.261538462,0.392153998,0.994462823
0.395238095,0.588175257,1.495502268
0.528205128,0.784164134,1.989312956
0.661538462,0.980737814,2.588702657
0.794139194,1.176057961,3.02651028
0.125641026,0.232144667,0.586960984
0.257875458,0.464304142,1.173921969
0.39047619,0.696447302,1.760882953
0.523809524,0.928593008,2.347843937
0.653479853,1.16075163,2.934804922
0.788278388,1.39289329,3.521765906
0.127472527,0.229830122,0.591064717
0.257509158,0.459626089,1.16781084
0.390842491,0.689353201,1.758375534
0.523809524,0.919024147,2.335538713
0.656043956,1.14965016,3.089122348
0.788278388,1.378231634,3.581431618
0.129304029,0.201331479,0.517328866
0.257142857,0.402628489,1.02275125
0.391208791,0.603861094,1.540676447
0.523809524,0.805040696,2.04594809
0.658608059,1.007127368,2.719487213
0.788278388,1.207269549,3.141932362
0.128556761,0.197495925,0.507424225
0.257142857,0.394957334,1.003255912
0.390956777,0.592354918,1.51138899
0.523759707,0.789699889,2.007021246
0.658408787,0.987945866,2.669752734
0.788278388,1.184259999,3.08287564
0.12640294,0.1864902,0.479020927
0.257142857,0.372945738,0.947313832
0.390241762,0.559339086,1.427393829
0.523616118,0.745680898,1.895328474
0.657834435,0.932906848,2.527161433
0.788278388,1.118236139,2.913559391
0.123809524,0.173331094,0.445089549
0.257142857,0.346627325,0.880411499
0.389377289,0.51986327,1.327106351
0.523443223,0.693048882,1.761773952
0.657142857,0.867099512,2.356935699
0.788278388,1.039293363,2.711417277
0.123554593,0.170111739,0.436792724
0.25705788,0.340188563,0.864054311
0.389207335,0.510205557,1.302577735
0.523358247,0.680172497,1.729152664
0.65705788,0.850999956,2.315298289
0.788278388,1.019980023,2.66198369
